date,ticker,action,amount
2002-01-01,T,trailing_stop_sell,8650.961687711855
2002-01-01,T,trailing_stop_sell,8665.094747097753
2002-01-01,T,trailing_stop_sell,8233.278210723176
2002-01-01,T,trailing_stop_sell,9290.629324108966
2002-01-01,T,trailing_stop_sell,8329.589511394615
2002-01-01,T,trailing_stop_sell,8280.305172792292
2002-01-01,T,trailing_stop_sell,7854.474904592162
2002-01-01,T,trailing_stop_sell,7002.701797403231
2002-01-01,T,trailing_stop_sell,6694.943173459912
2002-01-01,T,trailing_stop_sell,6433.42217178098
2002-01-01,T,trailing_stop_sell,6546.971267134272
2002-01-01,T,trailing_stop_sell,7058.471940164467
2002-01-01,T,trailing_stop_sell,6222.681726517246
2002-07-01,GE,trailing_stop_sell,304.77123760880653
2002-07-01,GE,trailing_stop_sell,347.7670326818668
2002-07-01,GE,trailing_stop_sell,297.09216712804186
2002-07-01,GE,trailing_stop_sell,383.7693795181573
2002-07-01,GE,trailing_stop_sell,358.80645723279
2002-10-01,GE,trailing_stop_sell,355.88084207350664
2008-07-01,GE,trailing_stop_sell,610.1554181962366
2008-07-01,GE,trailing_stop_sell,546.2136846858415
2008-07-01,GE,trailing_stop_sell,507.39992183884334
2008-07-01,GE,trailing_stop_sell,498.4014735032083
2008-07-01,GE,trailing_stop_sell,501.20219313004185
2008-07-01,GE,trailing_stop_sell,476.5686479673973
2008-07-01,GE,trailing_stop_sell,446.42461220487235
2008-07-01,GE,trailing_stop_sell,413.0216778541298
2008-07-01,GE,trailing_stop_sell,422.36426757558735
2008-07-01,GE,trailing_stop_sell,428.58346100390753
2008-07-01,GE,trailing_stop_sell,419.02029168441254
2009-01-01,MSFT,trailing_stop_sell,441.291112728835
2009-01-01,MSFT,trailing_stop_sell,449.48514856299255
2009-01-01,MSFT,trailing_stop_sell,475.6448048276647
2009-10-01,XOM,trailing_stop_sell,4911.832391687713
2009-10-01,XOM,trailing_stop_sell,4770.678087219892
2009-10-01,XOM,trailing_stop_sell,4008.611367498953
2009-10-01,XOM,trailing_stop_sell,3805.7977926836415
2009-10-01,XOM,trailing_stop_sell,3739.7012120239638
2009-10-01,XOM,trailing_stop_sell,3661.065868616209
2009-10-01,XOM,trailing_stop_sell,3997.4187508855794
2009-10-01,XOM,trailing_stop_sell,3525.271968681189
2009-10-01,XOM,trailing_stop_sell,3376.184129518015
2009-10-01,XOM,trailing_stop_sell,3478.8315412769057
2009-10-01,XOM,trailing_stop_sell,3209.0687565325707
2009-10-01,XOM,trailing_stop_sell,571.9788461046643
2009-10-01,XOM,trailing_stop_sell,590.9934664874719
2009-10-01,XOM,trailing_stop_sell,583.3389607999965
2009-10-01,XOM,trailing_stop_sell,530.8875867891594
2009-10-01,XOM,trailing_stop_sell,462.8579650602446
2009-10-01,XOM,trailing_stop_sell,468.10323758668574
2009-10-01,XOM,trailing_stop_sell,419.2484592508975
2009-10-01,XOM,trailing_stop_sell,372.82102362424837
2009-10-01,XOM,trailing_stop_sell,372.40781915556744
2010-07-01,XOM,trailing_stop_sell,342.4351177262427
2010-07-01,XOM,trailing_stop_sell,335.7798342885761
2010-07-01,XOM,trailing_stop_sell,375.6096619471883
2010-07-01,XOM,trailing_stop_sell,367.61447994761414
2013-04-01,AAPL,trailing_stop_sell,570.7027259530082
2013-04-01,AAPL,trailing_stop_sell,362.97291723261054
2013-04-01,AAPL,trailing_stop_sell,372.6376293752599
2013-04-01,AAPL,trailing_stop_sell,328.62184798368025
2019-01-01,AAPL,trailing_stop_sell,1164.323610640626
2019-01-01,AAPL,trailing_stop_sell,1436.263827313894
2019-01-01,AAPL,trailing_stop_sell,1245.9273595278157
2019-01-01,AAPL,trailing_stop_sell,1077.383587533725
2019-01-01,AAPL,trailing_stop_sell,1109.2725352502362
2019-01-01,AAPL,trailing_stop_sell,912.7157028570067
2019-01-01,AAPL,trailing_stop_sell,856.3691655040409
2019-01-01,AAPL,trailing_stop_sell,766.1530701097246
2019-01-01,AAPL,trailing_stop_sell,677.95208451006
2019-01-01,AAPL,trailing_stop_sell,662.5998207683978
2019-01-01,AAPL,trailing_stop_sell,762.0655663787675
2019-01-01,AAPL,trailing_stop_sell,789.9602847173887
2019-01-01,AAPL,trailing_stop_sell,751.9090395659202
2019-01-01,AAPL,trailing_stop_sell,857.2526454541774
2019-01-01,AAPL,trailing_stop_sell,723.2113616452252
2019-01-01,AAPL,trailing_stop_sell,702.3089981684057
2019-01-01,AAPL,trailing_stop_sell,563.7636285693023
2019-01-01,AAPL,trailing_stop_sell,560.0429401306258
2019-01-01,AAPL,trailing_stop_sell,521.2942092271309
2019-01-01,AAPL,trailing_stop_sell,473.04893358055125
2019-01-01,AAPL,trailing_stop_sell,475.1999342270274
2019-01-01,AAPL,trailing_stop_sell,429.05718119912353
2019-01-01,AAPL,trailing_stop_sell,348.25838089314243
2020-04-01,XOM,trailing_stop_sell,386.69968773014585
2020-04-01,XOM,trailing_stop_sell,377.1600018866669
2020-04-01,XOM,trailing_stop_sell,393.20412735517164
2020-04-01,XOM,trailing_stop_sell,385.6544749453622
2020-04-01,XOM,trailing_stop_sell,386.4417260008421
2020-04-01,XOM,trailing_stop_sell,458.41880529727035
2020-04-01,XOM,trailing_stop_sell,412.00386019437184
2020-04-01,XOM,trailing_stop_sell,350.1845698699607
2020-04-01,XOM,trailing_stop_sell,300.79424575414185
2020-04-01,XOM,trailing_stop_sell,308.83557339276206
2020-04-01,XOM,trailing_stop_sell,295.09684486998447
2020-04-01,XOM,trailing_stop_sell,266.5826708425523
2022-10-01,MSFT,trailing_stop_sell,1193.3795093007009
2022-10-01,MSFT,trailing_stop_sell,1014.0822627953105
2022-10-01,MSFT,trailing_stop_sell,886.2837091442199
2022-10-01,MSFT,trailing_stop_sell,874.384241701995
2022-10-01,MSFT,trailing_stop_sell,783.1179430259219
2023-01-01,AAPL,trailing_stop_sell,903.2878934233062
2023-01-01,AAPL,trailing_stop_sell,724.8031601121527
2023-01-01,AAPL,trailing_stop_sell,563.9033351303788
2023-01-01,AAPL,trailing_stop_sell,495.4770613066627
2023-01-01,AAPL,trailing_stop_sell,533.7132994080567
2023-01-01,AAPL,trailing_stop_sell,477.41977143703707
2023-01-01,AAPL,trailing_stop_sell,458.72683902175606
2023-01-01,AAPL,trailing_stop_sell,367.9788783201608
2023-01-01,AAPL,trailing_stop_sell,374.38404587178377
